,index,count,co_ord,frame_no
297,c33fb6431b984935,1,"[array([1347,  466, 1586, 1070])]",['frame-96.jpg']
298,f8e293e0c1d9c2c7,1,"[array([ 230,    2, 1594, 1066])]",['frame-121.jpg']
299,9f9c66e79861a298,1,"[array([ 834,   52, 1368, 1070])]",['frame-132.jpg']
300,dfdd24662e067e10,1,"[array([ 191,  814,  634, 1074])]",['frame-132.jpg']
301,8e8e9a9fc04d626d,1,"[array([1186,  694, 1496, 1072])]",['frame-132.jpg']
302,8ff358cfe1908865,1,"[array([   2,   64,  942, 1072])]",['frame-97.jpg']
303,c8d380947e3774ab,1,"[array([ 730,  128, 1398, 1062])]",['frame-97.jpg']
304,c9dd8ec35b3452a8,1,"[array([1068,  139, 1918, 1066])]",['frame-97.jpg']
305,e2b80ce1bf0ee0d6,1,"[array([479,  82, 845, 637])]",['frame-97.jpg']
306,e4d4cc18997bcb0b,1,"[array([1377,    2, 1920,  809])]",['frame-97.jpg']
307,dff83021c38bcd89,1,"[array([1662,    2, 1920,  202])]",['frame-97.jpg']
308,e170b19849b5dae5,1,"[array([1378,  337, 1550,  809])]",['frame-97.jpg']
309,aaabab0b8b8585d5,1,"[array([  0, 420,  49, 541])]",['frame-97.jpg']
310,f7ccd04ec0f86730,1,"[array([ 682,   72, 1528, 1069])]",['frame-23.jpg']
311,c0117fe2992bd656,1,"[array([ 278,   60, 1062, 1068])]",['frame-33.jpg']
312,aa5b95a55a62a969,1,"[array([   2,    7,  434, 1058])]",['frame-33.jpg']
313,bf2c49cabb22361c,1,"[array([ 526,    0, 1917, 1064])]",['frame-65.jpg']
314,85684ae5f0c7ad3c,1,"[array([  3, 122, 585, 820])]",['frame-65.jpg']
315,a24d37f0c197be60,1,"[array([  0, 212, 216, 687])]",['frame-65.jpg']
316,f56c9105e50fb546,1,"[array([ 540,   45, 1818, 1067])]",['frame-101.jpg']
317,c31edc9396689366,1,"[array([1352,    1, 1917, 1061])]",['frame-101.jpg']
318,ae958ad5ca554d8c,1,"[array([   2,  530,  232, 1066])]",['frame-101.jpg']
319,b59193c83f3f2426,1,"[array([ 956,   87, 1672, 1066])]",['frame-34.jpg']
320,e2ffeeeac0e02890,1,"[array([666, 449, 993, 775])]",['frame-34.jpg']
321,b7dce4e2c382c2c6,1,"[array([ 270,  886,  717, 1076])]",['frame-34.jpg']
322,a6ec1c9297c7e8c8,1,"[array([ 724,  216, 1512, 1070])]",['frame-31.jpg']
323,b6b86b149f86064f,1,"[array([ 117,  105,  755, 1068])]",['frame-31.jpg']
324,bbb055f9c2d5091a,1,"[array([1658,  268, 1918, 1072])]",['frame-31.jpg']
325,ada4565aa4d65ab8,1,"[array([ 688,   33, 1917, 1065])]",['frame-74.jpg']
326,d8f40f3f32572720,1,"[array([ 564,   62, 1778, 1072])]",['frame-120.jpg']
327,a8a8735cf8940dde,1,"[array([ 832,   72, 1834, 1071])]",['frame-59.jpg']
328,c7c75c98c92c38d9,1,"[array([   3,  253,  922, 1068])]",['frame-59.jpg']
329,aecc2eb80de4d2aa,1,"[array([   4,    4, 1090, 1062])]",['frame-111.jpg']
330,c03b869873e91fe4,1,"[array([ 939,  250, 1692,  773])]",['frame-111.jpg']
331,b8679378dcb34832,1,"[array([ 415,    4, 1298, 1059])]",['frame-91.jpg']
332,a07fd5216a9ee00f,1,"[array([ 843,    6, 1917, 1064])]",['frame-91.jpg']
333,aad55535aae17852,1,"[array([   2,   27,  524, 1063])]",['frame-91.jpg']
334,c9649bd855a3a4b3,1,"[array([201,   1, 599, 681])]",['frame-91.jpg']
335,faf2910d75f38109,1,"[array([   1,   31, 1318, 1072])]",['frame-86.jpg']
336,e9e0469972568ad7,1,"[array([1065,  184, 1917, 1070])]",['frame-37.jpg']
337,eb4e0eb1f824b493,1,"[array([   1,   20,  667, 1068])]",['frame-37.jpg']
338,f182e4ffc70002fe,1,"[array([ 776,  714, 1114, 1077])]",['frame-37.jpg']
339,f9c9c08df8f21296,1,"[array([1232,   15, 1918, 1065])]",['frame-100.jpg']
340,9b6952a449d6ab99,1,"[array([   1,    2, 1059, 1066])]",['frame-100.jpg']
341,9397b4819b906e6b,1,"[array([ 582,    3, 1131, 1065])]",['frame-100.jpg']
342,a0473ea9c2dee187,1,"[array([ 134,    3, 1641, 1072])]",['frame-145.jpg']
343,a629d6864bb62d5a,1,"[array([   2,    8,  331, 1062])]",['frame-145.jpg']
344,b5e2f548f5c2cd04,1,"[array([1166,   86, 1917, 1063])]",['frame-63.jpg']
345,d6d2c9601a3f5ce2,1,"[array([   2,   80,  397, 1066])]",['frame-63.jpg']
346,c8c09b1f32669ba7,1,"[array([ 344,  181, 1352, 1064])]",['frame-63.jpg']
347,eff8204f38b8075c,1,"[array([ 388,   30, 1383, 1074])]",['frame-122.jpg']
348,b432cbc90bd385e5,1,"[array([   1,   19, 1076, 1066])]",['frame-55.jpg']
349,da2b13920934dfd9,1,"[array([ 748,   75, 1779, 1068])]",['frame-55.jpg']
350,f4f048f303eb03f2,1,"[array([   1,   16, 1376, 1070])]",['frame-144.jpg']
351,c9202494cddee47f,1,"[array([1542,    3, 1917, 1059])]",['frame-144.jpg']
352,807fc0a47dc39fa4,1,"[array([ 754,    5, 1916, 1070])]",['frame-93.jpg']
353,90679fb16c93ac49,1,"[array([ 334,  136, 1110, 1070])]",['frame-93.jpg']
354,a5598eb58559d664,1,"[array([   3,    4,  574, 1065])]",['frame-93.jpg']
355,a45fe46153334b8e,1,"[array([359, 130, 733, 972])]",['frame-25.jpg']
356,b8f0c2c6cccc3373,1,"[array([1262,   90, 1634, 1068])]",['frame-25.jpg']
357,e0f00e1f1e0f0f1f,1,"[array([ 839,  825, 1180, 1077])]",['frame-25.jpg']
358,b5c9aa4256a9eb54,1,"[array([ 100,  729,  446, 1074])]",['frame-25.jpg']
359,8dd5ab84c5ca4da9,1,"[array([   1,  910,  117, 1075])]",['frame-25.jpg']
360,899999cd8ecc4766,1,"[array([ 185,  147, 1043, 1068])]",['frame-92.jpg']
361,eaae8924d751f078,1,"[array([ 944,  350, 1335, 1074])]",['frame-92.jpg']
362,851e0becd5d91a2d,1,"[array([   1,  298,  215, 1066])]",['frame-92.jpg']
363,a8a115554ba3dfc5,1,"[array([1244,   80, 1917, 1073])]",['frame-92.jpg']
364,aeca512cde31bb21,1,"[array([ 262,   57, 1236, 1066])]",['frame-17.jpg']
365,a9dae07478eae234,1,"[array([   2,  597,  300, 1068])]",['frame-17.jpg']
366,feea90e0d29283c7,1,"[array([1326,  778, 1911, 1076])]",['frame-17.jpg']
367,a1be1fe01ca76331,1,"[array([ 593,   73, 1244, 1047])]",['frame-81.jpg']
368,b5dbbe6c54c54141,1,"[array([ 898,   53, 1666, 1067])]",['frame-58.jpg']
369,dfd63c0c4ad8d8c8,1,"[array([ 430,  262,  967, 1070])]",['frame-58.jpg']
370,eb878c71e730a45c,1,"[array([  87,   10, 1299,  992])]",['frame-77.jpg']
371,d2ecc9366d20dd26,1,"[array([1201,   18, 1920, 1064])]",['frame-77.jpg']
372,93264ef1aa13dd2a,1,"[array([  0,  41, 588, 796])]",['frame-77.jpg']
373,b0c86b2a4397afe1,1,"[array([ 557,  454, 1288, 1070])]",['frame-73.jpg']
374,c0c144a6377be3c7,1,"[array([1348,  582, 1810, 1071])]",['frame-73.jpg']
375,b6ba24f5394b68a4,1,"[array([   2,  179,  632, 1069])]",['frame-73.jpg']
376,d15937fc19c17843,1,"[array([287,  44, 689, 795])]",['frame-73.jpg']
377,dbc80d6a916db263,1,"[array([ 192,   60, 1311, 1068])]",['frame-89.jpg']
378,b3b78e20e70df015,1,"[array([ 902,    8, 1916, 1065])]",['frame-89.jpg']
379,b12fb049e4d03ff0,1,"[array([ 156,    5, 1746, 1068])]",['frame-45.jpg']
380,ec03ee42dd4857b8,1,"[array([1714,  299, 1918, 1054])]",['frame-45.jpg']
381,b0493fe1057e6734,1,"[array([ 466,    3, 1556, 1070])]",['frame-147.jpg']
382,e3cffd1c18c1425a,1,"[array([1448,    1, 1917, 1064])]",['frame-141.jpg']
383,9d4fff87030106dc,1,"[array([ 444,  375,  993, 1070])]",['frame-141.jpg']
384,cc8de323ed384c96,1,"[array([1208,   90, 1454,  744])]",['frame-141.jpg']
385,d67f92cb489bc301,1,"[array([ 776,  134, 1042,  920])]",['frame-141.jpg']
386,c8900ffe0ffe6007,1,"[array([ 826,  924, 1068, 1077])]",['frame-141.jpg']
387,f8f0f80707943e78,1,"[array([1524,  193, 1683,  730])]",['frame-141.jpg']
388,9afb882cc676d381,1,"[array([ 185,  244,  782, 1071])]",['frame-117.jpg']
389,8bdbdc6c229156e4,1,"[array([ 874,  185, 1803, 1070])]",['frame-117.jpg']
390,b038f021a5d75f63,1,"[array([1612,  237, 1918,  880])]",['frame-117.jpg']
391,8bd3dc2cb155e4b0,1,"[array([ 832,  183, 1113,  768])]",['frame-117.jpg']
392,e5e1163eb6860e3c,1,"[array([  89,   14, 1346, 1066])]",['frame-115.jpg']
393,8a9d743a4d6663b1,1,"[array([   2,    1,  650, 1066])]",['frame-46.jpg']
394,d6e26b9d15268663,1,"[array([1371,  392, 1827,  921])]",['frame-46.jpg']
395,d0cf2ff06d48c20f,1,"[array([1118,  262, 1414,  909])]",['frame-46.jpg']
396,8ef30cd4194d647d,1,"[array([ 576,   51, 1590, 1067])]",['frame-139.jpg']
397,f5e6e09cb116d0c3,1,"[array([ 254,    1, 1150, 1066])]",['frame-78.jpg']
398,a2b67a0d951a2b67,1,"[array([ 972,  278, 1860, 1072])]",['frame-78.jpg']
399,c13f3c80964fe137,1,"[array([ 529,  266, 1118, 1054])]",['frame-130.jpg']
400,95226ff1904b4ee5,1,"[array([1054,    4, 1906, 1067])]",['frame-28.jpg']
401,cc4e8224eb763d33,1,"[array([ 111,  476,  744, 1070])]",['frame-28.jpg']
402,962565735153535e,1,"[array([ 700,  414, 1114, 1071])]",['frame-28.jpg']
403,e5c4f40b1ae325e5,1,"[array([   1,  635,  201, 1073])]",['frame-28.jpg']
404,e2c01e07cf3dc1cb,1,"[array([ 806,   27, 1352, 1072])]",['frame-57.jpg']
405,ae279c531b70515d,1,"[array([  28,  236,  931, 1066])]",['frame-57.jpg']
406,b6607a9f8745b491,1,"[array([430,   2, 760, 639])]",['frame-57.jpg']
